id,sentence1,sentence2,paraphrase_type_ids,sentence1_segment_location,sentence2_segment_location,sentence1_tokenized,sentence2_tokenized
39492ecc-184d-4787-b265-1c6f488316c5,"But the Russell 2000 index, the barometer of smaller company stocks, had a weekly gain of 3.71, or 0.9 percent, closing at 418.40.","But the Russell 2000, the barometer of stocks of smaller companies, had a weekly gain of 3.71, or 0.9 percent, closing at 418.40.","[6, 11, 29]","[29, 29, 6, 6, 6, 29, 29, 29, 29, 11, 11, 11, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[29, 29, 6, 6, 29, 29, 29, 29, 11, 11, 11, 11, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['But', 'the', 'Russell', '2000', 'index', ',', 'the', 'barometer', 'of', 'smaller', 'company', 'stocks', ',', 'had', 'a', 'weekly', 'gain', 'of', '3.71', ',', 'or', '0.9', 'percent', ',', 'closing', 'at', '418.40', '.']","['But', 'the', 'Russell', '2000', ',', 'the', 'barometer', 'of', 'stocks', 'of', 'smaller', 'companies', ',', 'had', 'a', 'weekly', 'gain', 'of', '3.71', ',', 'or', '0.9', 'percent', ',', 'closing', 'at', '418.40', '.\n']"
2e4ce3ae-326e-4a48-8103-fdf4500ba021,The U.S. State Department travel warning said the threat to aircraft by terrorists using shoulder-fired missiles continues in Kenya and includes Nairobi.,"""The threat to aircraft by terrorists using shoulder-fired missiles continues in Kenya, including Nairobi,"" it said.","[6, 29, 21, 22]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]","['The', 'U.S.', 'State', 'Department', 'travel', 'warning', 'said', 'the', 'threat', 'to', 'aircraft', 'by', 'terrorists', 'using', 'shoulder-fired', 'missiles', 'continues', 'in', 'Kenya', 'and', 'includes', 'Nairobi', '.']","['``', 'The', 'threat', 'to', 'aircraft', 'by', 'terrorists', 'using', 'shoulder-fired', 'missiles', 'continues', 'in', 'Kenya', ',', 'including', 'Nairobi', ',', ""''"", 'it', 'said', '.\n']"
c35e144d-e414-4b8b-9778-3ef76175129d,"The center has a budget of $45 million, most of which will be spent on research and testing, Bridges said.","The safety center has a $45 million budget for its first year, much of which will be spent on tests and analyses.","[6, 6, 11, 25, 25, 25, 29]","[25, 25, 25, 11, 11, 11, 11, 11, 11, 25, 6, 25, 25, 25, 25, 25, 25, 6, 6, 6, 25, 25, 25, 25]","[0, 25, 0, 0, 11, 11, 11, 11, 11, 25, 25, 25, 25, 0, 6, 0, 0, 0, 0, 0, 0, 6, 6, 6, 0]","['The', 'center', 'has', 'a', 'budget', 'of', '$', '45', 'million', ',', 'most', 'of', 'which', 'will', 'be', 'spent', 'on', 'research', 'and', 'testing', ',', 'Bridges', 'said', '.']","['The', 'safety', 'center', 'has', 'a', '$', '45', 'million', 'budget', 'for', 'its', 'first', 'year', ',', 'much', 'of', 'which', 'will', 'be', 'spent', 'on', 'tests', 'and', 'analyses', '.\n']"
39c75670-0cde-46c8-be67-130a4596c230,"Fifty-seven senators, including 24 Republicans, have signed the letter.","Of those who signed the letter, 57 are senators, including 24 Republicans.","[1, 24, 8, 29]","[8, 29, 29, 29, 29, 29, 24, 24, 24, 24, 24, 29]","[24, 24, 24, 24, 24, 24, 24, 8, 24, 29, 29, 29, 29, 29, 29]","['Fifty-seven', 'senators', ',', 'including', '24', 'Republicans', ',', 'have', 'signed', 'the', 'letter', '.']","['Of', 'those', 'who', 'signed', 'the', 'letter', ',', '57', 'are', 'senators', ',', 'including', '24', 'Republicans', '.\n']"
61574370-cc86-493e-b172-b588bf4e1ea9,"The girl turned up late Sunday at a convenience store in East Palo Alto, about 30 miles from her home.",The girl turned up late Sunday night at an East Palo Alto convenience store about 30 miles from her home.,"[25, 29, 21, 11]","[25, 25, 25, 25, 25, 25, 29, 21, 21, 21, 21, 21, 21, 21, 29, 29, 29, 29, 29, 29, 29, 25]","[29, 29, 29, 29, 29, 29, 25, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 29]","['The', 'girl', 'turned', 'up', 'late', 'Sunday', 'at', 'a', 'convenience', 'store', 'in', 'East', 'Palo', 'Alto', ',', 'about', '30', 'miles', 'from', 'her', 'home', '.']","['The', 'girl', 'turned', 'up', 'late', 'Sunday', 'night', 'at', 'an', 'East', 'Palo', 'Alto', 'convenience', 'store', 'about', '30', 'miles', 'from', 'her', 'home', '.\n']"
2c3ac9bf-e8c1-48bd-9ca4-a17bf6204fda,"The American Chamber of Commerce and InvestHK, which oversees investment into the territory, are talking to other bands to ask them to step in.","The American Chamber of Commerce and InvestHK, which oversees investment into the territory, is talking to other bands to replace the Stones.","[6, 1, 25, 29]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 25, 25, 25, 0, 6, 6, 0]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 1, 25, 25, 25, 25, 25, 6, 0, 0, 25]","['The', 'American', 'Chamber', 'of', 'Commerce', 'and', 'InvestHK', ',', 'which', 'oversees', 'investment', 'into', 'the', 'territory', ',', 'are', 'talking', 'to', 'other', 'bands', 'to', 'ask', 'them', 'to', 'step', 'in', '.']","['The', 'American', 'Chamber', 'of', 'Commerce', 'and', 'InvestHK', ',', 'which', 'oversees', 'investment', 'into', 'the', 'territory', ',', 'is', 'talking', 'to', 'other', 'bands', 'to', 'replace', 'the', 'Stones', '.\n']"
eaea76fb-2abe-474d-b0fc-4f89da8943c7,"The governor is going to Jackson, where 13 of the state's 16 fatalities were reported.","The governor is going to Jackson, where 13 people were killed.","[29, 28]","[29, 29, 29, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 28, 28, 28, 28, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 28, 28, 28, 28, 29]","['The', 'governor', 'is', 'going', 'to', 'Jackson', ',', 'where', '13', 'of', 'the', 'state', ""'s"", '16', 'fatalities', 'were', 'reported', '.']","['The', 'governor', 'is', 'going', 'to', 'Jackson', ',', 'where', '13', 'people', 'were', 'killed', '.\n']"
ab6809ed-8c51-42ef-8e35-0b122e88c1f8,"""There is no conscious policy of the United States, I can assure you of this, to move the dollar at all,"" he said.",He also said there is no conscious policy by the United States to move the value of the dollar.,"[6, 6, 26, 25, 25, 25, 29, 22]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 25, 25, 25, 25, 25, 25, 25, 25, 26, 26, 26, 26, 25, 25, 26, 26, 25, 25, 25]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['``', 'There', 'is', 'no', 'conscious', 'policy', 'of', 'the', 'United', 'States', ',', 'I', 'can', 'assure', 'you', 'of', 'this', ',', 'to', 'move', 'the', 'dollar', 'at', 'all', ',', ""''"", 'he', 'said', '.']","['He', 'also', 'said', 'there', 'is', 'no', 'conscious', 'policy', 'by', 'the', 'United', 'States', 'to', 'move', 'the', 'value', 'of', 'the', 'dollar', '.\n']"
a8c41447-8735-49ab-901f-eb145890e2c0,"Oh yeah, Miami, Boston College and Syracuse leaving the Big East to take a seat in the Atlantic Coast Conference.","Boston College, Miami and Syracuse are considering leaving the Big East for the Atlantic Coast Conference by the end of the month.","[6, 26, 25, 25, 25, 29]","[25, 25, 25, 26, 0, 25, 25, 25, 25, 0, 25, 25, 25, 6, 6, 6, 6, 6, 25, 25, 25, 25, 25]","[0, 0, 0, 26, 0, 0, 25, 25, 0, 0, 0, 0, 6, 0, 0, 0, 0, 25, 25, 25, 25, 25, 25, 0]","['Oh', 'yeah', ',', 'Miami', ',', 'Boston', 'College', 'and', 'Syracuse', 'leaving', 'the', 'Big', 'East', 'to', 'take', 'a', 'seat', 'in', 'the', 'Atlantic', 'Coast', 'Conference', '.']","['Boston', 'College', ',', 'Miami', 'and', 'Syracuse', 'are', 'considering', 'leaving', 'the', 'Big', 'East', 'for', 'the', 'Atlantic', 'Coast', 'Conference', 'by', 'the', 'end', 'of', 'the', 'month', '.\n']"
b9fc2efb-5ae7-41c0-93a3-1daaa2b3251c,Wells’ other series include NBC’s ER and Third Watch.,"Wells' other series include NBC's ""ER"" and ""Third Watch.""","[29, 21, 21]","[29, 29, 29, 29, 29, 21, 29, 21, 21, 29]","[29, 0, 29, 29, 29, 29, 29, 21, 21, 21, 29, 21, 21, 21, 29, 21]","['Wells’', 'other', 'series', 'include', 'NBC’s', 'ER', 'and', 'Third', 'Watch', '.']","['Wells', ""'"", 'other', 'series', 'include', 'NBC', ""'s"", '``', 'ER', ""''"", 'and', '``', 'Third', 'Watch', '.', ""''\n""]"
3f1b16e7-ae44-497c-8333-78dd0f6c8e64,Thirty-seven per cent of CEOs who expect stronger profits cited reduced costs as the main reason.,"In addition, 37 per cent of executives who expect to make more money cited reduced costs as the main reason.","[5, 5, 8, 25, 29]","[8, 25, 25, 25, 5, 25, 25, 5, 5, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 25, 25, 8, 0, 0, 0, 5, 0, 0, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0]","['Thirty-seven', 'per', 'cent', 'of', 'CEOs', 'who', 'expect', 'stronger', 'profits', 'cited', 'reduced', 'costs', 'as', 'the', 'main', 'reason', '.']","['In', 'addition', ',', '37', 'per', 'cent', 'of', 'executives', 'who', 'expect', 'to', 'make', 'more', 'money', 'cited', 'reduced', 'costs', 'as', 'the', 'main', 'reason', '.\n']"
2cfcee73-b499-4a5d-919c-d2a89602419e,"His lawyer, Harriet Newman Cohen, said later that Cuomo ""was betrayed and saddened by his wife's conduct during their marriage.""","Yesterday, Mr. Cuomo's lawyer, Harriet Newman Cohen, read a statement over the phone: ""Mr. Cuomo was betrayed and saddened by his wife's conduct during their marriage.","[6, 6, 11, 25, 25, 25, 29, 21, 22]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['His', 'lawyer', ',', 'Harriet', 'Newman', 'Cohen', ',', 'said', 'later', 'that', 'Cuomo', '``', 'was', 'betrayed', 'and', 'saddened', 'by', 'his', 'wife', ""'s"", 'conduct', 'during', 'their', 'marriage', '.', ""''""]","['Yesterday', ',', 'Mr.', 'Cuomo', ""'s"", 'lawyer', ',', 'Harriet', 'Newman', 'Cohen', ',', 'read', 'a', 'statement', 'over', 'the', 'phone', ':', '``', 'Mr.', 'Cuomo', 'was', 'betrayed', 'and', 'saddened', 'by', 'his', 'wife', ""'s"", 'conduct', 'during', 'their', 'marriage', '.\n']"
573096a7-7f33-434d-a9d5-6f12aa76da25,"Mr Kerkorian said: ""We believe that recent trading prices of MGM's common stock do not reflect MGM's full value and that the stock represents and attractive investment.""","""We believe that recent trading prices of MGM's common stock do not reflect MGM's full value and that the stock represents an attractive investment,"" Kerkorian said in a statement.","[11, 26, 25, 29]","[11, 11, 25, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 25, 26]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 11, 0, 25, 25, 25, 0]","['Mr', 'Kerkorian', 'said', ':', '``', 'We', 'believe', 'that', 'recent', 'trading', 'prices', 'of', 'MGM', ""'s"", 'common', 'stock', 'do', 'not', 'reflect', 'MGM', ""'s"", 'full', 'value', 'and', 'that', 'the', 'stock', 'represents', 'and', 'attractive', 'investment', '.', ""''""]","['``', 'We', 'believe', 'that', 'recent', 'trading', 'prices', 'of', 'MGM', ""'s"", 'common', 'stock', 'do', 'not', 'reflect', 'MGM', ""'s"", 'full', 'value', 'and', 'that', 'the', 'stock', 'represents', 'an', 'attractive', 'investment', ',', ""''"", 'Kerkorian', 'said', 'in', 'a', 'statement', '.\n']"
7fce2018-4820-4fcc-a088-4a0fc727c41a,The high court will hear arguments Wednesday on whether companies can be sued under the ADA for refusing to rehire rehabilitated drug users.,The U.S. Supreme Court will hear arguments on Wednesday on whether companies can be sued under the Americans with Disabilities Act for refusing to rehire rehabilitated drug users.,"[4, 4, 6, 11, 25, 29]","[25, 6, 4, 25, 25, 25, 11, 25, 25, 25, 25, 25, 25, 25, 25, 4, 25, 25, 25, 25, 25, 25, 25, 25]","[0, 25, 6, 4, 0, 0, 0, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'high', 'court', 'will', 'hear', 'arguments', 'Wednesday', 'on', 'whether', 'companies', 'can', 'be', 'sued', 'under', 'the', 'ADA', 'for', 'refusing', 'to', 'rehire', 'rehabilitated', 'drug', 'users', '.']","['The', 'U.S.', 'Supreme', 'Court', 'will', 'hear', 'arguments', 'on', 'Wednesday', 'on', 'whether', 'companies', 'can', 'be', 'sued', 'under', 'the', 'Americans', 'with', 'Disabilities', 'Act', 'for', 'refusing', 'to', 'rehire', 'rehabilitated', 'drug', 'users', '.\n']"
2c3a6749-b88c-463f-9ade-2e60ac0c686b,"Amazon.com shipped out more than a million copies of the new book, making Saturday the largest distribution day of a single item in e-commerce history.","Amazon.com shipped more than a million copies by Saturday afternoon, making Saturday the largest distribution day of a single item in e-commerce history.","[6, 29, 30]","[29, 6, 6, 29, 29, 29, 29, 29, 30, 30, 30, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[29, 6, 29, 29, 29, 29, 29, 30, 30, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['Amazon.com', 'shipped', 'out', 'more', 'than', 'a', 'million', 'copies', 'of', 'the', 'new', 'book', ',', 'making', 'Saturday', 'the', 'largest', 'distribution', 'day', 'of', 'a', 'single', 'item', 'in', 'e-commerce', 'history', '.']","['Amazon.com', 'shipped', 'more', 'than', 'a', 'million', 'copies', 'by', 'Saturday', 'afternoon', ',', 'making', 'Saturday', 'the', 'largest', 'distribution', 'day', 'of', 'a', 'single', 'item', 'in', 'e-commerce', 'history', '.\n']"
9b444e06-b9fb-4afb-b122-acb418617def,The measures could be taken up by the full Senate as early as Friday.,Ratliff said he hopes to bring the two measures to the full Senate by Friday.,"[6, 6, 13, 25, 29]","[6, 6, 0, 13, 13, 13, 0, 25, 25, 25, 6, 6, 6, 25, 25]","[25, 25, 25, 25, 0, 13, 6, 6, 6, 0, 0, 0, 0, 6, 0, 0]","['The', 'measures', 'could', 'be', 'taken', 'up', 'by', 'the', 'full', 'Senate', 'as', 'early', 'as', 'Friday', '.']","['Ratliff', 'said', 'he', 'hopes', 'to', 'bring', 'the', 'two', 'measures', 'to', 'the', 'full', 'Senate', 'by', 'Friday', '.\n']"
c65f1260-21ee-4c3d-be35-0edfe38efd09,Her 92-year-old husband is now severely debilitated by Alzheimer's disease.,The 92-year-old former president is suffering from Alzheimer's disease.,"[6, 6, 6, 25, 25, 29, 30]","[6, 0, 0, 0, 25, 25, 6, 6, 0, 0, 0, 0]","[6, 25, 25, 25, 25, 6, 6, 25, 25, 25, 25]","['Her', '92-year-old', 'husband', 'is', 'now', 'severely', 'debilitated', 'by', 'Alzheimer', ""'s"", 'disease', '.']","['The', '92-year-old', 'former', 'president', 'is', 'suffering', 'from', 'Alzheimer', ""'s"", 'disease', '.\n']"
66eef2f8-3ef3-49d4-bf16-f8ad80f34740,The new contract extends the guarantee that his annual pay and bonus will be at least $2.4 million a year.,The contract sets his annual base salary at $1.4 million and his target bonus at a minimum of $1 million.,"[6, 6, 6, 25, 25, 25, 29, 28]","[25, 25, 25, 6, 6, 6, 6, 0, 0, 6, 0, 0, 0, 0, 6, 6, 0, 0, 0, 25, 25, 25]","[25, 0, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['The', 'new', 'contract', 'extends', 'the', 'guarantee', 'that', 'his', 'annual', 'pay', 'and', 'bonus', 'will', 'be', 'at', 'least', '$', '2.4', 'million', 'a', 'year', '.']","['The', 'contract', 'sets', 'his', 'annual', 'base', 'salary', 'at', '$', '1.4', 'million', 'and', 'his', 'target', 'bonus', 'at', 'a', 'minimum', 'of', '$', '1', 'million', '.\n']"
d5d1d93d-2db9-4899-889e-b5aba30c5314,"The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.","Panther's redesigned Finder navigation tool puts a user's favourite folders, hard drive, network servers, iDisk and removable media in one location.","[6, 6, 25, 25, 25, 29]","[0, 6, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 25, 6, 6, 6, 6, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'new', 'Finder', 'puts', 'a', 'user', ""'s"", 'folders', ',', 'hard', 'drive', ',', 'network', 'servers', ',', 'iDisk', 'and', 'removable', 'media', 'in', 'one', 'location', ',', 'providing', 'one-click', 'access', '.']","['Panther', ""'s"", 'redesigned', 'Finder', 'navigation', 'tool', 'puts', 'a', 'user', ""'s"", 'favourite', 'folders', ',', 'hard', 'drive', ',', 'network', 'servers', ',', 'iDisk', 'and', 'removable', 'media', 'in', 'one', 'location', '.\n']"
69beeeb1-62ee-4273-b052-e0756b2984aa,"He says that ""this is a time when we priests need to be renewing our pledge to celibacy, not questioning it.","""This is the time we priests need to be renewing our pledge to celibacy, not questioning it,"" he wrote.","[6, 5, 18, 26, 29, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","['He', 'says', 'that', '``', 'this', 'is', 'a', 'time', 'when', 'we', 'priests', 'need', 'to', 'be', 'renewing', 'our', 'pledge', 'to', 'celibacy', ',', 'not', 'questioning', 'it', '.']","['``', 'This', 'is', 'the', 'time', 'we', 'priests', 'need', 'to', 'be', 'renewing', 'our', 'pledge', 'to', 'celibacy', ',', 'not', 'questioning', 'it', ',', ""''"", 'he', 'wrote', '.\n']"
f5bf1ed7-0cc8-4cc4-b147-38e604fc35e8,No official ceremony was planned to mark the anniversary in Dallas.,"In Dallas, no official ceremony marked the anniversary.","[5, 26, 29]","[29, 29, 29, 5, 5, 5, 5, 29, 29, 26, 26, 29]","[26, 26, 26, 29, 29, 29, 5, 29, 29, 29]","['No', 'official', 'ceremony', 'was', 'planned', 'to', 'mark', 'the', 'anniversary', 'in', 'Dallas', '.']","['In', 'Dallas', ',', 'no', 'official', 'ceremony', 'marked', 'the', 'anniversary', '.\n']"
4f22a61a-d080-44bc-9829-f0a5f880d1bb,The notification was first reported Friday by MSNBC.,MSNBC.com first reported the CIA request on Friday.,"[6, 7, 14, 25, 25, 29]","[14, 14, 14, 25, 14, 25, 14, 14, 25]","[14, 0, 14, 14, 0, 14, 25, 0, 0]","['The', 'notification', 'was', 'first', 'reported', 'Friday', 'by', 'MSNBC', '.']","['MSNBC.com', 'first', 'reported', 'the', 'CIA', 'request', 'on', 'Friday', '.\n']"
567c551d-572c-4ba6-9a6f-94cbb2447edf,"However, one subset of women — those on hormonal treatment following chemotherapy — appeared to show improvement in survival.","However, one subset of patients, women on hormonal treatment following chemotherapy, ""appeared to show a favorable trend to improvement in survival.""","[6, 6, 6, 29, 21, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","['However', ',', 'one', 'subset', 'of', 'women', '—', 'those', 'on', 'hormonal', 'treatment', 'following', 'chemotherapy', '—', 'appeared', 'to', 'show', 'improvement', 'in', 'survival', '.']","['However', ',', 'one', 'subset', 'of', 'patients', ',', 'women', 'on', 'hormonal', 'treatment', 'following', 'chemotherapy', ',', '``', 'appeared', 'to', 'show', 'a', 'favorable', 'trend', 'to', 'improvement', 'in', 'survival', '.', ""''\n""]"
af580c83-bf45-46c6-8b32-f8441acc3b1d,"The largest gains were seen in prices, new orders, inventories and exports.","Sub-indexes measuring prices, new orders, inventories and exports increased.","[25, 29, 28]","[29, 29, 29, 29, 29, 29, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 25, 29, 29, 29, 29, 29, 29, 29, 29, 0, 29]","['The', 'largest', 'gains', 'were', 'seen', 'in', 'prices', ',', 'new', 'orders', ',', 'inventories', 'and', 'exports', '.']","['Sub-indexes', 'measuring', 'prices', ',', 'new', 'orders', ',', 'inventories', 'and', 'exports', 'increased', '.\n']"
5a768a9c-f8dd-45f4-a0b2-2faadcf247c9,"""Frank Quattrone is innocent,"" Keker said in a statement.",Quattrone lawyer John W. Keker said his client is innocent.,"[6, 6, 6, 25, 25, 29, 22]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['``', 'Frank', 'Quattrone', 'is', 'innocent', ',', ""''"", 'Keker', 'said', 'in', 'a', 'statement', '.']","['Quattrone', 'lawyer', 'John', 'W.', 'Keker', 'said', 'his', 'client', 'is', 'innocent', '.\n']"
5d2af3d6-a888-48c6-a832-b03a00cda442,"Announced last week, Apple's iTunes Music Store has sold over 1 million songs in the first week, the company announced on Monday.","Apple Computer's new online music service sold more than 1 million songs during its first week of operation, the company said Monday.","[6, 6, 6, 6, 6, 6, 11, 1, 25, 25, 25, 29]","[25, 25, 25, 25, 6, 0, 6, 6, 6, 1, 1, 6, 25, 25, 25, 6, 6, 25, 25, 25, 25, 25, 6, 11, 11, 25]","[6, 6, 0, 25, 6, 6, 6, 1, 6, 6, 0, 0, 0, 6, 6, 0, 0, 25, 25, 0, 0, 0, 6, 11, 0]","['Announced', 'last', 'week', ',', 'Apple', ""'s"", 'iTunes', 'Music', 'Store', 'has', 'sold', 'over', '1', 'million', 'songs', 'in', 'the', 'first', 'week', ',', 'the', 'company', 'announced', 'on', 'Monday', '.']","['Apple', 'Computer', ""'s"", 'new', 'online', 'music', 'service', 'sold', 'more', 'than', '1', 'million', 'songs', 'during', 'its', 'first', 'week', 'of', 'operation', ',', 'the', 'company', 'said', 'Monday', '.\n']"
4ff5593f-8f0d-41a8-ad67-87f203f15818,The research is set to change how the public and doctors check for melanomas.,Now research by Melbourne's Alfred Hospital will change how the public and doctors check for melanomas.,"[6, 6, 25, 29]","[6, 6, 6, 6, 6, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'research', 'is', 'set', 'to', 'change', 'how', 'the', 'public', 'and', 'doctors', 'check', 'for', 'melanomas', '.']","['Now', 'research', 'by', 'Melbourne', ""'s"", 'Alfred', 'Hospital', 'will', 'change', 'how', 'the', 'public', 'and', 'doctors', 'check', 'for', 'melanomas', '.\n']"
5d310261-c58e-41f1-99d7-a30510c4b6a9,But U.S. District Judge Joseph DiClerico denied their request in a brief ruling.,"In a brief ruling, US District Judge Joseph A. DiClerico Jr. denied their motion for an injunction.","[4, 6, 6, 26, 25, 25, 29]","[25, 4, 25, 25, 6, 6, 25, 25, 6, 26, 26, 26, 26, 25]","[26, 26, 26, 26, 26, 4, 25, 25, 6, 6, 6, 6, 25, 25, 6, 25, 25, 25, 25]","['But', 'U.S.', 'District', 'Judge', 'Joseph', 'DiClerico', 'denied', 'their', 'request', 'in', 'a', 'brief', 'ruling', '.']","['In', 'a', 'brief', 'ruling', ',', 'US', 'District', 'Judge', 'Joseph', 'A.', 'DiClerico', 'Jr.', 'denied', 'their', 'motion', 'for', 'an', 'injunction', '.\n']"
b1ad0ef4-8afc-42d2-a8da-0e782d0c21df,The yield on the benchmark 10-year Treasury note rose as high as 4.66 percent Aug. 14 from 3.07 percent in June.,The yield on the 10-year Treasury note rose to 4.46% from 4.42% late Thursday.,"[6, 8, 25, 25, 29, 30, 30, 30]","[29, 29, 29, 29, 25, 29, 29, 29, 29, 6, 6, 6, 30, 0, 25, 25, 29, 0, 8, 0, 0, 29]","[25, 25, 25, 25, 25, 25, 25, 25, 6, 29, 0, 25, 25, 8, 30, 30, 25]","['The', 'yield', 'on', 'the', 'benchmark', '10-year', 'Treasury', 'note', 'rose', 'as', 'high', 'as', '4.66', 'percent', 'Aug.', '14', 'from', '3.07', 'percent', 'in', 'June', '.']","['The', 'yield', 'on', 'the', '10-year', 'Treasury', 'note', 'rose', 'to', '4.46', '%', 'from', '4.42', '%', 'late', 'Thursday', '.\n']"
b26141aa-8535-4d02-b866-ae919e0d4c73,"The bank also said its offer was subject to the agreement of Drax's senior banks, senior bond holders and hedging banks by 30 September 2003.","The offer is also subject to Goldman signing an agreement with Drax's senior banks, senior bond holders and hedging banks by Sept. 30, it said.","[4, 6, 8, 26, 25, 29, 28, 22]","[0, 0, 26, 0, 6, 29, 0, 29, 29, 28, 28, 28, 28, 28, 28, 28, 29, 29, 29, 29, 29, 29, 29, 29, 8, 8, 25, 29]","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]","['The', 'bank', 'also', 'said', 'its', 'offer', 'was', 'subject', 'to', 'the', 'agreement', 'of', 'Drax', ""'s"", 'senior', 'banks', ',', 'senior', 'bond', 'holders', 'and', 'hedging', 'banks', 'by', '30', 'September', '2003', '.']","['The', 'offer', 'is', 'also', 'subject', 'to', 'Goldman', 'signing', 'an', 'agreement', 'with', 'Drax', ""'s"", 'senior', 'banks', ',', 'senior', 'bond', 'holders', 'and', 'hedging', 'banks', 'by', 'Sept.', '30', ',', 'it', 'said', '.\n']"
63570b0e-24ad-4a21-95d9-01d5492a6469,"Park rangers searched an abandoned lighthouse on Monomoy yesterday, but found no sign of them, said Stuart Smith, the Chatham harbormaster.","Park rangers searched an abandoned lighthouse on Monomoy yesterday afternoon, but there was no sign of the two women, said Chatham Harbormaster Stuart Smith.","[6, 24, 18, 25, 29]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 24, 24, 24, 25, 6, 25, 25, 18, 18, 18, 18, 18, 18, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 24, 24, 24, 24, 0, 6, 6, 6, 0, 0, 18, 18, 18, 18, 0]","['Park', 'rangers', 'searched', 'an', 'abandoned', 'lighthouse', 'on', 'Monomoy', 'yesterday', ',', 'but', 'found', 'no', 'sign', 'of', 'them', ',', 'said', 'Stuart', 'Smith', ',', 'the', 'Chatham', 'harbormaster', '.']","['Park', 'rangers', 'searched', 'an', 'abandoned', 'lighthouse', 'on', 'Monomoy', 'yesterday', 'afternoon', ',', 'but', 'there', 'was', 'no', 'sign', 'of', 'the', 'two', 'women', ',', 'said', 'Chatham', 'Harbormaster', 'Stuart', 'Smith', '.\n']"
