id,sentence1,sentence2,similarity
a86b7a45-d011-4a25-9c69-065ae9a6b972,the international atomic energy agency may have been tricked because it was eager for a deal.,the international atomic energy agency plan draws out negotiations for many months.,2.4
70cac6cc-a0c0-4b73-8e2c-dfd5f8e04bf7,A woman with two men in hats socializing outside.,A young woman with a knit cap stands against the wall of a Domino's Pizza.,1.4
9a3bbcbc-6617-4ca3-8f4f-d878c1df0b1b,ingo kober stated there is larger interest in intellectual property rights now than 20 or 30 years ago.,ingo kober stated that some nations had stronger intellectual property rights than others.,2.0
e6dfec7d-aafd-46f6-9cdd-b31aeaed06db,Syria welcomes Iran's nuclear deal,"Iran, six world powers clinch breakthrough nuclear deal",3.0
293c8c21-ec25-4918-b36f-7f499251e590,"Shelley's office reported Friday that 575,926 signatures have been reported to him.","Shelley's office released signature counts late Friday and said counties had reported counting 575,926 signatures so far.",4.5
06ffec24-400c-48ec-87e9-a13621307f2a,That exploit works on unpatched Windows 2000 machines with Service Pack 3 and 4.,Both Counterpane and iDefense contend that the exploit works effectively against Windows 2000 systems running Service Pack 3 and 4.,3.0
f26d01d1-b6af-458e-9294-4d9bdc83cbdd,Men are fighting after a basketball game.,The men are playing a game of basketball.,2.2
5c14e666-42ed-44d7-bf88-bd7142260d33,Four dogs stand in the snow.,Four dogs playing in the snow.,3.6
091467a0-cd1d-4ac6-b4ac-d1ed09051775,"If convicted, they face up to five years in prison and a $250,000 fine on each of the 11 counts.","If convicted, each faces up to five years in prison and a fine of $250,000 or more based on the amount of gains involved.",3.25
f8271346-0577-48f0-9ef9-90a8adbb2b63,A woman is squeezing some cucumber slices.,A woman is getting doused in green slime.,0.75
271b39e4-02e5-4564-b367-11e300b730e7,"The recipe I work from has you put the meat in the freezer, then pan sear it.","Starting with a whole chilled piece of meat, I quickly pour boiling water over all the outside surface.",1.4
f3e5600b-8019-4980-8b57-c50a6dd319e9,iranian parliamentary speaker gholam-ali haddad-adel visited cuba.,the agreements were signed during iranian majlis (parliament) speaker gholam-ali haddad-adel's visit to cuba.,3.0
3c7f321e-0392-4ead-98e5-97c6adba956e,there were no weapons.,Of course there were no weapons.,4.6
6a9a412f-7afb-41bf-842a-6cea5326f2b8,BlackBerry loses US$965m in Q2,BlackBerry loses $965M in 2nd quarter,5.0
77bb2a06-bad8-4657-b6fa-cfe5cb3caff0,Got some Heine and coors light i started it last night xanis.,i started it last night xanis.,2.0
37137f3a-d1f8-4b29-aa26-7a3c420786c1,A man is rinsing a steak.,A man is playing a guitar.,0.6
7ff9e66e-8f71-426c-b8ed-19de341f0f48,"Special police detained Khodorkovsky early on Saturday in the Siberian city of Novosibirsk, where his plane had made a refuelling stop.",Police detained Khodorkovsky early on Saturday when his jet made a refueling stop in the Siberian city of Novosibirsk.,4.8
c682ade2-9b74-48c4-84dc-7f2c18a15d20,A young girl dressed in a Minnie mouse outfit and an older woman walking down the sidewalk.,a man wearing a white suit holding a newspaper walking through the streets.,1.0
59f4955c-c867-4653-a3cb-111bfb96fe4d,A man is playing a guitar.,A man in a hat is playing a harp.,1.4
29d900d4-fcef-46a3-878c-7f6c40226347,man on steps,A man sits on steps.,4.0
838c1a7b-4a66-45b0-916c-bda5ac1acecd,"You just have to base your answer on what you do know, which is what you want.",Th answer to you problem is that you dont actually know what you're getting in .,2.0
ef265176-0ac4-4171-b6e0-3868475826a8,Record-setting Southwest heat wave turns fatal,"At least 1 dead, 40 hospitalized in Southwest heat wave",4.0
a0ed706d-4d8f-41cb-bda0-958eb53a496c,The one that has  walks home afterwards and goes to sleep.,The one that has three walks home and beats his wife.,1.4
8ed4a743-3961-4ef0-bfe6-ffd13b069d08,Such a step could put the issue before the UN Security Council.,The matter could then be sent to the U.N. Security Council.,2.8
98917236-2638-4bab-98dc-03f0ad63e9d8,"Sachin Tendulkar says I'm not God, I'm Sachin",Sachin Tendulkar scores cricket's first 100th century,0.8
8228eb9a-addc-4eb9-80fe-022fc50b27c8,BioReliance's stock closed down 2 cents yesterday at $47.98 per share.,"Shares of BioReliance sold at $47.98 at the close of market yesterday, down 2 cents.",5.0
cefa006d-4077-44c5-bfc9-fac40a5b93c3,A person is cutting some burrata cheese.,The person is slicing cheese.,3.8
fb6e0516-9a45-4ff3-8a14-cf077929192a,"Added Mr. Prodi: ""Maybe, but the old age helps us to understand our strengths and our weakness.""","""Maybe, but the old age helps us to understand our strength and our weakness and the reality of the world.",3.2
ccd39055-2963-4520-a528-dc48c562a247,The boy is raising his hand.,The man is raising his hand.,3.4
9dabb961-bc7e-4839-bcec-4e2433f254d5,Rosberg emulates father with Monaco win,FORMULA 1: Rosberg stays modest despite Monaco win,3.8
f3a6aecb-ef45-4a2c-9a7a-4c6e693fde2c,Snowden's father arrives in Moscow,Edward Snowden's father in Moscow,4.2
69260d31-eb60-446e-b21c-872a6b916665,A woman is slicing up some meat.,A woman is breading some meat.,2.25
bed0dc10-71e2-4400-8191-92ae50742c75,A boy is crawling into a dog house.,A cat is playing on the floor.,0.0
5f5d733a-3213-4fbd-bb57-ab6fc561a3a7,It means its AN option.,Doesnt mean its a BAD option.,1.6
dab0d982-78fb-42a1-9122-f8c3a43b82a4,A person is mixing a pot of rice.,A person is peeling a potato.,0.778
1d304de7-8c84-46cf-b693-0ba39b33b1a4,"When fully operational, the facility is expected to employ up to 1,000 people.","The plant would employ 1,000 people when fully built out, the company said.",4.0
a53f25bc-774d-42e9-84bd-14fb10edb0fe,Ukraine to implement unilateral ceasefire,Ukraine offers unilateral ceasefire,4.8
998f3ec2-996b-42bb-8840-4d56f65ec1c9,A woman is exercising.,A woman lifts weights.,3.4
64f351f6-d7fc-4b8b-93c6-3b05616d4a66,Two racing dogs run in the mud.,The man is going into the water.,0.0
8d399fd2-ce05-478e-b75a-8940a72ef62e,"Her birthday, 21 April, was declared a public holiday and she attended a reception and a ball.","When his grandmother, then-Princess Elizabeth, turned 21 in 1947, the day was declared a public holiday, and she attended a reception and a ball.",3.2
0fcb6776-fc68-4af6-a73a-27ba75f90530,Dhawan smashes India to big win over South Africa,Dhawan ton sets up India Trophy win over South Africa,4.2
6cc93a0f-2eaf-4864-90ef-7f73ee1ee71d,A man is screwing wood to a wall.,A man is giving a woman a massage.,0.2
f53e5f9e-509c-467f-a1ea-35c8afc28012,Wall Street Opens Lower,Wall Street Ends Mixed,2.0
8780a8c8-0adc-477a-b07f-2ba39e8e4a2a,A white dog running through the snow,The black and white dog runs through the grass.,1.4
dd73f711-7e73-41cd-a01f-6484d2df9277,A woman is slicing fruit.,Two women are slicing some lemons.,2.0
14e88e6a-76f8-4944-ad0d-6025d5c87224,A field of black faced sheep.,A black faced sheep.,2.8
7055ff79-242d-4a62-aff6-75ccf8e6eb30,A cat reclines on an office chair.,A ginger cat sitting on an office chair.,3.8
d91f582d-d2e9-43a1-ac86-2f797c0d7ef9,These cooks in the white are busy in the kitchen making dinner for their customers.,The women are preparing dinner in their kitchen.,3.0
c06fbbaf-4264-46c1-8508-cae68c776e2e,iranian officials have increased executions in 2007 as officials enforce a campaign purportedly aimed at promoting virtue and boosting security in society.,the number of executions increased in iran last year amid a campaign that is aimed at improving security in society.,4.0
4a56e65a-e0af-4dc5-b919-f506bc9dae61,David Cameron puts Sri Lanka on notice over war crime allegations,Sri Lanka warned over war crime allegations,3.6
e77bed49-20da-49e0-bf99-d6344aec074c,a group of old men walking down the street,A couple walking down the street.,2.0
42b1914f-8aef-47f0-9eac-203bcea1669a,The findings appear in Wednesday's Journal of the American Medical Association (news - web sites).,The results are to be published in Wednesday's issue of The Journal of the American Medical Association.,3.5
9bea120e-eef0-40a0-842a-8c2662236522,"Peterson told police he fished alone in San Francisco Bay on Christmas Eve, returning to an empty house.",Peterson told police he left his wife at about 9:30 a.m. on Dec. 24 to fish alone in San Francisco Bay.,3.0
3e26b436-612e-4ef1-bb84-5a59257e8099,Homs mortar fire kills 105,Homs offensive kills 200,2.6
817b8bc6-c18c-4d44-a097-31ac2a49fdad,"On Wednesday, the total of National Guard and Reserve members called to active duty worldwide stood at 154,603.","As of yesterday, the total number of National Guard and Reserve troops called to duty worldwide stood at 154,603.",4.0
ef101abe-d3e7-4197-ac52-b116c13e78b3,A man sliced through a bunch of water bottles with a knife.,A man is slicing a line of water bottles with a knife,4.4
20630ba5-0a51-4048-bce0-99260cbc532c,China's new stealth frigate commissioned,"Belarus, Latvia to set up border commission",0.2
450b92de-9b0b-431b-8d03-e2cb542f6d7b,Fire kills 38 in Russian psychiatric institution,38 feared dead in Russian psychiatric hospital fire,3.6
6f688d11-7208-4762-94e7-0a1e370f8369,Two hockey players fighting on the ice.,Two hockey players in a struggle on the ice.,4.8
833104db-d8d7-49ac-af8b-2af2656091cf,"It depends on what you want to do next, and where you want to do it.",It depends on what you want to be able to do.,3.0
0a081520-ca84-4c8b-92f4-63ed8508d7a3,Dozens killed in Nigerian riots,Dozens killed in Kenyan clashes,1.0
88000bbc-24ec-4f83-ae68-4493a373a93b,The man is sitting cross legged wearing a cloak and holding a stick.,Man sitting cross legged while wearing a brown cloth and holding a wooden stick.,3.8
0f204301-76bd-4ad6-8f1b-0305a5fc5063,existing rods could produce 3-6 atomic bombs in 6-8 months.,experts stated that the rods could produce 3-6 atomic bombs in 6-8 months.,4.2
6afb8d44-6f42-424d-b1cb-5b5f874fde41,"Stocks rise early after Greek deal, then flatten",Stocks edge higher after Greek debt deal,3.6
d919c52d-241e-4eda-b5ba-fc69b0e12e44,h and i both read the books and thought the movie moved so quickly.,"I haven't read the books, but I saw the movie today.",3.0
4bb887ea-fb4e-4e8d-a41b-399ad1ccefdd,Woman playing tennis and hitting the ball.,A woman is playing volley ball.,2.0
066592fa-549b-4fff-9ca2-a0d90d1bc41f,Cardinals enter Vatican for historic vote,Cardinals enter Sistine Chapel to elect pope,3.4
7fe3d662-f01b-4675-a273-c498428f1ae1,Two people paddling in a red canoe with trees in the background.,Two people padding in a yellow canoe down a river with trees in the background.,3.4
cc44c963-1d1f-48ca-96ea-cc26f579bdf8,World stocks fall before Greek debt deal deadline,Asia stocks fall ahead of Greek debt deal deadline,2.4
f7784f57-8088-4ddd-bf77-dab2b65ce34a,A group of teenagers in red shirts are smiling.,A group of people are wearing orange shirts.,1.2
fb5d81b0-ab1d-4f08-a214-50ba3589565b,"china's cabinet the state council announced that it will amend regulations on ""dual-use"" nuclear technology to prevent nuclear terrorism.",amending regulations on dual-use nuclear technology will prevent nuclear terrorism.,2.4
368cc340-27d4-4968-ba80-d90c20a99d66,"Revenue rose 3.9 percent, to $1.63 billion from $1.57 billion.","The McLean, Virginia-based company said newspaper revenue increased 5 percent to $1.46 billion.",1.2
9eb13d6b-3285-40b7-a5e7-63a01523b724,Some guy sitting on a couch watching television.,A guy is sitting on the couch watching TV,5.0
7512934e-fb88-4488-b157-80f0f7961a16,A black horse is running around.,The horse is running.,4.2
abfa7428-0010-4029-a018-32be04a373de,Girls are walking on the stage.,Women models are walking down a catwalk.,2.6
66c0d279-19e1-4928-84a6-6151152e718b,The man is sitting at the top of a rocky mountain.,A person sticks their head out of a tent at the top of a mountain.,2.4
5ec46ed9-c8ae-4069-bbed-19db043c03bf,Three cows are grazing in a grassy field.,Three cows grazing in a field.,4.6
7fa9e3ac-b211-430c-9081-40c88908f18b,A woman is digging in the sand.,A man is buried in the sand.,1.4
acdd4d41-87e5-46f4-971f-800740366cda,A close-up of a sheep in the grass.,"A close-up of a lamb with its ear tagged, standing on grass.",1.8
7afd60e8-e401-4372-9150-0353ce7c20c9,Putin claims victory in Russia's presidential election,Will Putin's Election Victory in Russia Be Greeted with Protests?,1.8
ad973cf9-9233-4bdf-9f76-47db07141a65,"North, South Korea agree to talks","North, South Korea hold rare talks",3.8
9324660a-265a-48f3-9bd6-c403b7e72b42,Factories that ran on Korean cooperation go silent,North and South Korea break their silence with talks,1.0
e874eb3b-aa0b-4a0e-95a9-c28033eb2366,Taiwan's economy grows 2.27% in April-June quarter,China's economic growth rebounds to 7.8% in latest quarter,1.0
2c8f54df-19f6-4f6a-8bf4-e48d31116f2d,"A man wearing a t-shirt that says ""Gigolo"" stands at the counter talking to someone.","A man wearing a shirt that says ""Gigolo"" is standing at a front desk area with his back to the camera.",3.4
76e40a6f-9507-4ad2-b5e5-b65e6d539e62,Shares of McDonald's Corp. and Wendy's International Inc. continued a modest run-up on the New York Stock Exchange Monday.,"Shares of McDonald's and Wendy's continued their recent recovery Monday, rising more than 1 percent on the New York Stock Exchange in afternoon trade.",3.2
83935ea7-4802-4019-9f7c-c798e1c6ba47,"Heather, 35, who lost a leg in a road accident, is thought to have steel plates fitted in her hips, which would make natural childbirth impossible.",Former model Lady McCartney lost a leg in a road accident in 1993 and is understood to have steel plates fitted in her hips which would make natural childbirth difficult.,2.4
614bc994-caab-4664-bd39-a7fda0d5c3f3,A man is slicing a tomato.,A man is slicing a bun.,2.0
84e5b2a9-e000-4521-a517-6fa84d9b8084,"If I understand you correctly, you are looking for a hypernym of inclusion and exclusion.",Inclusion is the act of including and exclusion is the act of excluding.,2.6
93759217-31b1-4852-ad14-f13ecbfb0f4d,Table with blue table cloth in kitchen.,Wooden cabinets in kitchen.,1.6
b171ceb1-0d2f-4e08-bcbb-aff393cd999d,A cow is eating grass.,A cow is eating hay.,3.8
cd65eb04-ddf5-489c-8139-3775bc386884,myanmar government has stated myanmar will become opium-free by 2014.,myanmar government stated myanmar is on track to be drug-free by 2014.,4.6
ad97f625-b94f-428c-8503-51f29f672b4b,A man plays a keyboard.,A person is playing the keyboard.,4.0
dbd0c921-aed7-45f9-aa12-9674e8d8e858,A yellow and blue airplane is flying in the sky.,Nine red and white aircraft flying in formation trailing smoke.,1.0
d92f44ff-cdaf-4938-a1f6-99025f5e8f58,Three people sit at a picnic table outside of a building painted like a union jack.,Three people sit at an outdoor table in front of a building painted like the Union Jack.,4.8
db4bd5ca-6b30-40db-9c5d-2ef8efcb050c,The man is shooting an automatic rifle.,A man is shooting a gun.,3.8
a9f2405e-9596-4717-b51e-c71f6c98bf34,A white cat perched on a small wooden cabinet is looking outside the window.,"A cat, perched on a table, looks out the window.",3.4
9fcd0939-a8be-4069-b7cb-03c3eb24bdd6,"She had only a single condition, that the book not be published until her death.","She insisted, though, that it not be published until after her death.",4.4
1a0d1e54-6c62-4290-bc63-9bb4b916634d,A surfer on a wave.,A surfer is riding a wave.,4.4
343ddc08-2da3-4a05-9cfc-a4ae8fb15bfa,A woman is cutting an apple.,A woman is cutting potato.,1.8
3ec41a51-b5d9-45cb-a13e-4b95c3a6bad0,China manufacturing index at 11-month low: HSBC,China manufacturing expands in September,1.0
98c8d4fe-2440-4eb8-9f95-de342464be11,A small red car on top of a semi truck.,Red sports car on top of white semi truck.,4.0
155dd18b-ae3b-4051-9b0c-cb71985946d1,"Chinese president arrives in Netherlands for state visit, nuclear summit",Chinese president arrives in Venezuela for state visit,2.4
22917dd0-b24b-4864-9d8d-57704e88a4fc,The Episcopal Diocese of Central Florida became one of the first in the nation Saturday to officially reject the national denomination's policies on homosexuality.,The Episcopal Diocese of Central Florida voted Saturday to repudiate a decision by the denomination's national convention to confirm a gay man as bishop.,2.75
90bc26f1-e7ea-432f-bda1-6c2fdfef3788,A person in a red cap standing next to a brick support beam.,A brown horse is standing on grass and scrub.,0.0
a13a7f64-30a1-41b7-b903-b1e8ac7825d1,The bird ate the food in the tree from a bowl.,A bird is eating from a bowl.,3.25
ff2aedb9-cac0-4558-98fd-4599cd112a32,Two teams are playing soccer.,Different sets of teams are playing football on a field.,2.5
9528eeef-58a8-43d3-8267-03dbf0f7e952,JK Rowling launches her first adult novel,Syria launches ground assault in Aleppo,0.0
a7853357-e270-461d-b523-19c59b284239,"The dollar fell as low as $1.1624 per euro from $1.1486 on Friday, and traded at $1.1594 at 10:15 a.m. in London.",The dollar dropped to $1.1564 per euro at 7:30 a.m. in London from $1.1486 on Friday.,3.0
01082b48-9ef0-4e06-b95e-f7d6e08affa9,LOL Don't you have to take a test to drive a vehicle in the US?,Is there a test to own a firearm in the US?,0.8
b17156c0-f3f7-4a06-9d64-c81c8d8a30f8,A man is drawing a picture.,A person is drawing.,3.6
b71dcce3-1326-45b2-95a5-02cdc7002a00,Egypt court sentences 10 Brotherhood supporters to death - sources,Turkish PM tells supporters to prepare for rallies,0.2
a682812b-72d5-4ee8-b847-ff5f032735c6,"""These despicable acts were committed by killers whose only faith is hate,"" Bush said, adding that the United States will find the killers.",These despicable acts were committed by killers whose only faith is hate and the United States will find the killers and they will learn the meaning of American justice.,3.5
87be5c96-5210-4cc6-8112-7b6b54605765,Complicating the situation is the presence of battle-hardened Liberians who have been fighting on both sides.,"Fighting has continued sporadically in the west, where it is complicated by the presence of battle-hardened Liberians on both sides.",4.0
ad372b86-b6cc-4f52-8fcd-9bda5fbe716f,"Under Kansas law, it is illegal for children under the age of 16 to have sexual relations.","In the opinion, Kline noted that it is illegal for children that young to have sexual relations.",2.75
b08ba070-c9a8-40d5-b1d5-c7feb2a55a58,A woman is slicing an onion.,A women slicing lemons.,1.4
12e78603-9b53-4bf0-9fe8-5f10111d60de,A dog is running around a yard.,A black pet dog runs around in the garden of a house.,3.2
1602be3d-64d4-4e8e-951d-a0b8600acb61,The cat shimmied under the bed.,A cat is crawling upside down under the couch.,2.0
ee80d73c-6213-4f03-b91e-9c0d0cac157a,I'm thinking it's a bad idea.,I think it's a bad idea.,5.0
cd067aaa-ffa5-4a7c-a605-ec8d56f567b2,Philippines defers comment on Taiwan fisher attack,Bin Laden's continuing sway shown in Kenya mall attack,0.4
58189db1-c93b-4cae-bb87-a68b24ad317d,A cat is watching a TV.,A man is slicing a leave.,0.0
1b36dd4d-4a32-490b-a825-cd7dadfadfb5,"Five dead, 40 missing in Canada train disaster",40 still missing in Canadian train wreck,3.2
138bf0ae-d82a-4ff0-af58-5078c8d6247b,"Best way to get money out is to get rid of lobby, all of it.",Best way to turn it on its head is to get money out.,3.0
f583d37d-ef4d-4044-b80d-e154f9c88fea,A woman slices a lemon.,A man is talking into a microphone.,0.0
c9bb328b-97ac-41e7-a023-4fc0738808bf,A rabbit is sniffing and pawing a stuffed rabbit.,A live rabbit is playing with a stuffed animal bunny.,4.5
21ecdb8e-c18c-476d-892c-91dae7e7f37c,"but okay, ultimate sovereignty?","Thus, ultimate sovereignty.",2.2
71cfccdf-8b7c-497a-8a25-336e79bccbae,Blair's government included the charge that Saddam sought uranium from Niger in a September 2002 dossier setting out the case for military action.,Britain included the accusation in a September 2002 dossier setting out the case for war in Iraq.,3.0
bbddb0c8-ca5e-4dfc-b435-1f8195bcf055,Man standing on top of jagged rocks near the ocean.,A man is standing on top of rocks overlooking the ocean.,4.6
94986e65-1113-460d-ba3a-251c53a7edae,Yellow striped cat resting on blue sofa.,An orange tabby cat sleeping on the sofa.,4.0
185289ea-16ad-48c1-917b-d2af1618c53d,The woman is dicing onions.,A woman is cutting an onion.,4.4
06be5a12-95e8-4015-a117-359af978e54f,Blue couch and twin bed in a living room.,Blue couch in room with sun shining in.,2.0
3a31962a-63e4-4ac8-ab67-3421cf824e95,"You just have to base your answer on what you do know, which is what you want.","They can, but the way to do it depends on what you have available.",1.0
d4a9d6db-d5c9-4928-987e-a985248d7ca7,Freedom of speech has consequences!,If freedom of speech has consequences then it is not free.,2.1111112
c9297ad8-6b33-441b-8f4e-9280b40d5d74,Explosions Near the Iranian Embassy in Beirut,Two blasts near Iranian embassy in Beirut,4.2
3f212456-3434-4264-a372-62b1ed88dc94,People who are good at the philosophy of mathematics are mathematicians and not philosophers.,My motivation is that I like to look at things from their roots and go up.,0.0
a08c1046-c5b1-4f64-9594-0580e4a70756,"I'd suggest you find a bank in your local country, and consider opening a Euro denominated bank account with them.",I am not sure if you can open a bank account in France if you are not a resident.,1.6
5af6cea8-1bfa-4298-b6ac-730b56029bf9,Teenager and father killed in crash,Three killed in horror crash are named,1.6
9143999d-f8a7-4f66-b199-00b1a57efa22,it will be hosted by the australian government.,the u.s. plans have angered the russian government.,0.0
7090f1da-8649-42d6-8bcd-e1943fad28ac,A woman puts flour on a piece of meat.,A woman is putting flour onto some meat.,5.0
e56be1bd-fd06-46f3-ba06-772665add81d,We all believe that we are getting what we expect.,"Most times, % of the time, we are getting what we expect.",3.8
983e0cd8-cc09-4c87-bd94-979b9da30f25,Australian among four on plane missing in Indonesia,Iranian painter Mansoureh Hosseini dies,0.0
f1c185aa-5c57-421b-afc4-99e11fac91ca,A dog is stealing food from a refrigerator.,The dog took something out of the refrigerator.,3.2
ebf59f74-9587-45d1-b8cd-73a3bbd50cfd,"Shares of McDonald's rose $1.83, or 8.3 percent, to close at the day's high of $23.89.",McDonald's shares rose $1.83 to close Friday at $23.89 on the New York Stock Exchange.,4.25
68f98014-2074-4920-b2ac-029a9c07dba2,"Davey graduated Saturday from Northwest College, which is affiliated with the Assemblies of God, with a bachelor of arts degree in religion and philosophy.","Davey started attending Northwest College, which is affiliated with the Assemblies of God, in 1999 with plans to become a minister.",2.25
5062c9e4-3f4f-4f2d-bb92-2a7952b860c9,the united states and the allies of the united states believe iran is pursuing nuclear arms.,the united states and some european nations believe that iran's nuclear projects are for the purpose of making nuclear weapons.,3.8
299293f7-b5c6-4473-a52f-6a3ad1bbb188,Croatia begins countdown to historic EU entry,Croatia countdowns to joining EU,4.8
63218fd1-5069-4cc8-8852-a88976878668,"Ms Lafferty's lawyer, Thomas Ezzell, told a Kentucky newspaper: ""My understanding of this is that there is a lower percentage of successful impregnations with frozen.","""My understanding of this is that there is a lower percentage of successful impregnations with frozen,"" Ezzell said.",3.6
801ce12b-e42b-448f-97f0-ec53cbf673a0,Four men admit London Stock Exchange bomb plot,Four men admit London bombs plot,4.0
90dfea40-bccc-40ac-9b01-7276f7224082,A woman in a black dress smiles in front of a silver truck.,A girl wearing a black top is smiling with a silver truck in the background.,3.6
eb5809cb-2849-46e9-af28-30dc46bc0f7b,"Outside the court, Sriyanto, who faces up to 25 years' jail, denied he had done anything wrong.","Outside the court, Sriyanto denied to The Age that he had done anything wrong.",3.2
b4505e03-ef35-439f-a2cd-b2f9af0153a5,A few possible problems: 1) Such an ID system seems a little intrusive.,"In mathematics, we already have a database of this sort - two them, in fact, with in MathSciNet and Zentralblatt MATH.",0.4
df07bd21-0e54-4add-bd95-eeb319b99355,A man is jumping a wall.,A man jumps onto a short wall.,3.2
19327730-7099-49d3-8a3a-e0cd87a3caef,We have two parallel worlds in collision or maybe more.,Our intrepid heroes also didn't pursue the child who was in the spacesuit.,0.0
4191705d-2edf-487d-93e2-cb40899932bb,Woman in red overalls standing on the sidewalk.,A woman in red overalls stands on sidewalk.,5.0
87a8c7b3-65e5-4047-9cb1-45d657e34b3b,the man is catching a ball,A man is kicking a ball.,3.0
2b530f36-2a0b-4a6c-af82-c85eee687427,A man and a woman are standing in front of a building,Two girls are sitting on an ATV on the sand in front of a bridge.,0.4
1fb85c93-aafe-4249-9f81-eabf05842669,"""Right from the beginning, we didn't want to see anyone take a cut in pay.","But Mr. Crosby told The Associated Press: ""Right from the beginning, we didn't want to see anyone take a cut in pay.",4.0
3cb9c001-f228-4a62-b90d-4f7c7db8da84,Burial of Boston bombing suspect appears legal,'Ready to go home:' Last Boston bombing victim leaves the hospital,1.0
510db377-5258-467f-8213-18540381fc36,Two airplanes in the sky.,A plane in the sky.,2.4
ad51f56b-ef9c-4919-8abe-a3174b70f85b,A woman is slicing butter.,A woman slices tofu.,1.8
c64be3f4-0ad6-4f17-a1e2-3699fa60039c,Mixed reactions to NZ same-sex marriage,New Zealand legalizes same-sex marriage,2.2
cce9683c-b973-4e94-a44a-12230238363d,the new law attempts to remove any legal obstacles to building more advanced spy satellites and to help innovation in japans's space industry.,the purpose of the new law is to remove any legal obstacles to building more advanced spy satellites and to encourage innovation in japans's space industry.,4.8
468e3fc2-7abc-45a4-9e95-2da2f51da4fe,A man is riding a horse by a creek.,A man is riding a horse.,4.0
2ace52c9-55c7-4ca0-9f89-46211e0961b3,"In September, a 27-year-old Singapore researcher contracted SARS while working in a laboratory.","In a case in August, a 27-year-old laboratory worker in Singapore developed SARS.",3.4
74180d36-6ec4-47a9-9c9e-b1a89785d505,How is this slanted against Bush??,Where is the slant against Bush?,4.4
b58665df-e3fe-4241-ba2b-2da0b060038f,"Gunmen kill 9 foreign tourists, 1 Pakistani",Gunmen Kill 11 Foreign Tourists in Pakistan,2.8
da6ca996-88ec-49b7-b9b5-5bda7b37b00a,Maldives begins to vote in controversy-ridden presidential poll,Crisis-hit Maldives holds new presidential poll,3.0
e41759a3-0b00-43b2-9568-a4966140f27f,Two zebras are playing.,Zebras are socializing.,4.25
1a07f7e3-2181-48cc-8441-f053159e3ed6,A dog is playing with a toy.,A dog is eating a doll.,2.25
8958b185-15dd-4c3b-bcc0-737d035cbb36,"""We believe we are fully prepared to roll out the [touch-screen] machines for the 2004 presidential primary,"" said Gilles W. Burger, State Board of Elections chairman.","""We believe we are fully prepared to roll out the revised Diebold machines,"" said Gilles W. Burger, chairman of the Maryland State Board of Elections.",3.75
e5797171-e8a2-4037-836e-20aa50535ecc,Boat sails in rough water.,A man is kayaking in rough waters.,2.6
e5883267-3212-42b1-8702-7348ad4b05a2,an indian government official spoke on condition of anonymity.,the official spoke on condition of anonymity.,3.4
29b95db0-dda5-4ea8-870b-c8d5e3a32f6a,There is no war in the Middle east.,"There is no ""WAR"" in the middle east.",4.6
e5255879-dc2c-4d59-af28-ad84ec7dccb2,David Beckham Announces Retirement From Soccer,David Beckham retires from football,4.4
6260ed2a-8701-4859-9d90-b763276563e0,"Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway.","The latest shooting linked to the spree was a Nov. 11 shooting at Hamilton Township Elementary School in Obetz, about two miles from the freeway.",4.8
52d8e860-7176-4d06-a76e-7659ec385846,A woman is putting on sun glasses.,A woman puts on sunglasses.,5.0
26ca4da2-307a-4180-9f1a-26283064bbd8,Israeli forces detain Palestinian MP in Hebron,Israeli forces detain 2 Palestinians in overnight arrest raids,3.0
75bbe098-7845-4a0b-a8d3-12dafab055d0,A woman is scraping a carrot.,A man is striking clay pots.,0.0
5e6887ea-026d-4ea7-b6be-28d21ac08d81,The Recording Industry Association of America says it plans to sue the song traders next month.,"That is, if the Recording Industry Association of America has anything to say about it.",1.75
0487e4c5-688f-4d1a-a42a-a7cc7010e974,Brendsel and chief financial officer Vaughn Clarke resigned June 9.,The company's chief executive retired and chief financial officer resigned.,2.6
13865520-2529-4109-87e8-0b6c64d14f40,USA expels Venezuela diplomats in row,U.S. expels Venezuelan diplomats,4.4
1f90ec90-9c61-4fab-ae8b-b105f2ae675a,Taiwan gang leader nabbed at airport after 17 years,Zambia arrests ex-leader Banda over oil deal,0.4
ef76b873-6112-49d4-b897-1c81e98c5d26,"U.S. and European leaders pledged on Wednesday to work together to keep Iran from developing nuclear weapons, presenting a united front after months of bitter acrimony over Iraq.","Bush said U.S. and European Union leaders, at an annual Washington summit, agreed on the need to keep Iran from developing nuclear weapons.",3.2
402bb1e2-d5d1-4106-b72f-f42bf54cdc88,Two girls are sitting in front of a statue.,Two blonde girls are sitting next to a statue,3.8
da7b395f-f7c6-4884-9d9d-52ab818cacc9,More Deaths Expected in Canada Oil Train Explosion,Five dead in Canada train crash,2.8
7cf19d81-9384-4c5e-a803-d2bb24525358,"The broad Standard & Poor's 500 Index <.SPX> advanced 11 points, or 1.25 percent, to 931.","The Standard & Poor's 500 Index gained 10.89, or 1.2 percent, to 931.12 as of 12:01 p.m. in New York.",3.0
c1889d66-a60b-4cf9-bfec-e418ad001c98,A bicycle is parked outside a bookstore.,People stand outside a bookstore.,0.8
